1000
Tiana,Bennett,79950,4942727,3153322,1,56,400000
Aldus,Hawkins,61039,4248787,2251844,1,97,200000
Abigail,Robinson,84921,1261716,460024,0,85,200000
Caroline,Moore,59655,3081061,4080510,1,77,400000
Abraham,Reed,55574,4046529,3882503,1,70,200000
Gianna,Morrison,61788,2877133,742203,0,88,200000
Vanessa,Murray,72638,1808714,1412669,1,40,400000
Jacob,Perry,69544,12978,3593813,0,78,0
Grace,Myers,53715,7783685,3036115,0,98,200000
Sydney,Crawford,99515,6838142,136195,1,63,600000
Charlie,Mason,86446,8707342,2015474,0,85,400000
Oliver,Perkins,67554,9957308,2428745,1,58,600000
Kimberly,Foster,80460,1246048,379284,1,35,600000
Miller,Brooks,68266,2531241,4727896,0,83,200000
Michael,Anderson,57366,3113341,16789,1,94,200000
Lydia,Johnson,83487,9428444,685845,1,33,800000
Preston,Chapman,80036,4663823,2301144,1,73,400000
Amelia,Parker,51818,2681752,2419774,0,73,200000
Madaline,Murray,51008,7307210,4212210,1,3,800000
Amy,Kelley,80082,9218664,4585129,1,41,800000
Martin,Perkins,70417,6716372,1137771,0,56,600000
Olivia,West,61376,1331452,491317,0,75,200000
Steven,Reed,51643,7880466,3871059,0,98,200000
Leonardo,Russell,78133,8450023,3007792,0,75,200000
Haris,Wells,57445,6196670,2974005,0,16,800000
Stuart,Chapman,80441,4568458,2229745,0,30,600000
Jacob,Riley,97637,8567962,2893714,0,85,200000
Michelle,Reed,70753,4677049,1962531,1,77,200000
Daniel,Ross,90747,1515009,962624,0,45,600000
Samantha,Hunt,97187,508533,2259322,0,94,200000
Victor,Mitchell,51103,399754,1580979,0,51,400000
Marcus,Kelley,66742,1361652,1571165,1,65,400000
Rafael,Cole,84357,8103997,1808307,0,59,600000
Mary,Allen,82432,8800178,485027,0,96,200000
Maya,Bailey,72181,518782,2382554,1,47,200000
Maximilian,Andrews,84755,719662,264008,0,24,600000
Frederick,Myers,59311,880675,828819,0,13,600000
Evelyn,Murphy,59703,6039874,4856059,0,34,600000
Jenna,Higgins,73954,7563449,4688884,1,83,200000
Rosie,Jones,97350,2051114,1022184,1,41,600000
Evelyn,Armstrong,52284,7361216,1793752,0,73,400000
John,Ferguson,51336,4927200,786978,0,60,400000
Dale,Johnston,81648,667756,2515479,0,90,200000
Honey,Hill,88720,964977,1024945,1,25,200000
Carlos,Turner,87354,2471647,3263591,1,72,200000
Andrew,Richardson,84448,2559367,4089478,0,39,400000
Lily,Tucker,58844,6913504,2357882,1,58,800000
Arthur,Sullivan,68532,3080055,1491004,0,2,1200000
Garry,Turner,79407,8992673,3459808,1,25,600000
Frederick,Brown,83170,683924,2861534,0,52,0
Tara,Richardson,50346,7592360,2527121,0,66,600000
Tess,Thomas,89230,5681596,1963704,1,12,600000
Robert,Douglas,86140,6209926,46332,0,33,800000
Robert,Brown,85207,6977453,2838738,1,98,200000
Alford,Moore,70348,4652939,1273771,0,71,400000
Ashton,Evans,63266,6466018,2749078,1,84,200000
Audrey,Gibson,83411,3708885,4080895,0,29,400000
Wilson,Russell,75480,6013194,2595128,0,88,200000
Blake,Cameron,87633,1961302,94841,0,67,400000
Rubie,Ryan,78600,2172311,3060486,0,6,600000
Dominik,Higgins,97360,896972,3298922,0,19,400000
Nicole,Watson,92120,4326249,4429717,0,94,200000
Ada,Fowler,80361,3162358,4437347,1,82,200000
Thomas,Grant,82640,3654395,4090744,1,5,800000
Albert,Clark,50840,6917795,4151830,1,52,400000
Daniel,Perkins,98782,4203659,2326893,1,44,400000
Edwin,Robinson,70023,7095110,787311,0,8,1400000
Vanessa,Kelley,64302,3212883,1983112,1,34,400000
Alberta,Andrews,80086,3008105,3651605,0,17,800000
Luke,Morris,74958,2839184,4273078,1,8,200000
Alfred,Davis,79616,871865,162295,0,96,200000
Fenton,Rogers,73741,4053163,2176055,1,23,600000
Jenna,Mason,96880,5361167,967888,1,63,400000
Cadie,Reed,65279,7808990,4516730,1,73,400000
Florrie,Chapman,84745,2945487,2451050,1,87,200000
Bruce,Mitchell,70222,5466880,3465207,1,73,200000
Alfred,Kelley,95008,1993907,2158542,1,91,200000
Sophia,Moore,75380,4557090,2479980,1,18,600000
Miller,Carter,81542,655858,2547895,1,18,200000
Kirsten,Thomas,85565,3240636,,0,82,200000
Melissa,Smith,66246,5580408,2768030,0,48,600000
Joyce,Henderson,63881,2953418,4804759,0,0,200000
Melanie,Allen,54070,7821934,1360891,0,19,1000000
Agata,Wilson,92030,2440565,3682715,1,42,400000
Maddie,Jones,97936,2282037,4378039,1,78,200000
Lucy,Sullivan,64061,346160,2662420,0,82,200000
Stella,Scott,62468,7679789,1710903,0,58,800000
Arianna,Perry,62996,3403668,1685053,1,8,600000
Sabrina,Brown,94893,7853526,1577925,0,24,800000
Roland,Morrison,66557,3295084,665056,1,97,200000
Kristian,Douglas,64432,855971,3294914,0,95,200000
Harold,Grant,57407,7931593,644517,0,76,400000
Edward,Payne,86006,5128992,1989178,0,66,200000
Eddy,Myers,78042,4054213,3695620,0,37,400000
Jack,Ellis,70341,5396595,736942,1,51,800000
Sam,Anderson,92274,7544860,1121779,1,1,1200000
Ellia,Richardson,62371,663395,1234012,1,15,600000
Victoria,Casey,77512,3647030,4801843,0,90,200000
Elise,Thompson,68640,3174558,3474786,1,47,600000
Alisa,Murphy,50526,9973305,4410769,1,10,1200000
Chester,Davis,94444,8811249,3351871,0,10,800000
Maria,Davis,77478,9740852,1010363,1,42,800000
Sydney,Howard,83035,4048588,2285961,1,45,600000
Stuart,Farrell,73240,5619025,3315383,0,100,0
Edwin,Harris,90361,2522263,3417045,0,24,600000
Tony,Richardson,86347,6383595,1531281,0,63,400000
Sofia,Watson,91152,4640571,4348183,1,6,800000
David,Davis,50340,8059927,3295043,1,48,400000
Haris,Mason,91165,6201062,2722149,1,30,800000
Owen,Parker,65489,3784803,873254,0,66,400000
Dale,Murray,94153,2472569,1152501,1,,800000
Adele,Allen,56454,8015072,989545,1,37,1000000
Spike,Casey,87523,7393067,4797553,1,67,400000
Lily,Murphy,89431,9247841,2066486,1,72,600000
Ellia,Mason,56954,1025864,3346587,0,93,0
Adison,Richards,94494,3610844,1614813,1,,800000
Tyler,Bailey,90281,8275718,1268923,1,48,800000
Lydia,Campbell,63899,1416055,4764511,1,15,200000
Kevin,Russell,50739,6244332,210516,0,4,1000000
Fiona,Montgomery,71716,7925861,2824886,1,80,400000
Darcy,Bailey,67872,1591113,,0,75,200000
Fenton,Andrews,71808,9469099,1338220,0,70,400000
Abigail,Richardson,78722,8531323,3474725,1,89,200000
Spike,Grant,71027,4089705,954523,0,45,600000
Jared,Murray,60748,378292,2978024,0,91,200000
Abraham,Ryan,76204,1690760,2903723,0,71,200000
Ada,Murphy,78742,8779511,4686391,0,0,800000
Blake,Johnston,82326,1777566,2452207,1,19,600000
Edith,Davis,96157,1455244,1581845,1,67,200000
Henry,Chapman,55491,7497390,807146,0,8,1400000
Dominik,Brooks,84260,2975697,905665,0,97,200000
Jenna,Stewart,72907,5622177,3823247,1,40,400000
Carlos,Williams,88980,9572974,4645426,0,92,200000
Harold,Walker,51245,8022916,3529753,0,15,600000
Amber,Scott,50769,4489781,2734760,1,75,200000
Chloe,Nelson,90249,6350337,3886134,1,86,200000
Arthur,Davis,62623,7358304,4702969,0,53,600000
Dexter,Harper,56940,460894,4461623,0,96,200000
Reid,Roberts,59128,4124247,4130082,1,31,600000
Dainton,Parker,74735,5868278,4571835,0,38,600000
Julian,Wells,58211,709557,2416033,0,30,600000
Rebecca,Spencer,57665,2963694,1344897,0,48,200000
Briony,Chapman,89387,9486949,34024,0,99,200000
Catherine,Williams,78438,1320269,4345621,1,76,200000
Paige,Morrison,84680,7974446,4209044,0,39,600000
Chester,Mason,95027,4438393,2201589,0,40,800000
Oliver,Foster,51125,2370398,4720315,0,93,200000
Naomi,Roberts,67648,5974829,3201528,1,95,200000
Audrey,Cooper,68322,5661090,443424,0,72,400000
Camila,Wells,70656,8688119,1203293,0,98,200000
Steven,Watson,70933,1674916,180709,1,12,800000
Garry,Harris,84909,3819578,1820696,0,15,600000
Carlos,Stevens,55723,4133496,3960678,1,88,200000
Aiden,Ross,80305,3443887,1611791,1,78,400000
Nicole,Edwards,72097,9443673,1140859,0,95,200000
Stella,Watson,86478,6828991,1266505,0,11,800000
Tyler,Wilson,57164,3310492,1184257,0,58,400000
Thomas,Ferguson,84699,481111,3081157,1,67,200000
Alan,Barnes,70881,595364,3237520,0,70,200000
Elise,Reed,57343,2085835,4626396,1,62,400000
Sienna,Brooks,92384,7423701,297828,0,26,1200000
Julia,Russell,66688,3224629,3379764,1,82,200000
Victoria,Bailey,93223,5703225,770603,0,61,600000
Jordan,Bailey,57231,3462663,464419,1,31,1000000
Preston,Kelley,57015,9079731,3603858,0,66,400000
Carina,Johnson,61172,1112035,3366537,0,38,0
Adelaide,Armstrong,85954,5884010,4911320,0,29,400000
Kirsten,Hall,57982,3276028,4328512,0,93,200000
Deanna,Morgan,88163,7198565,295879,0,6,1600000
Joyce,Gibson,74093,6555568,4473591,1,30,800000
Chelsea,Gibson,71097,7302706,2320221,1,44,600000
George,Foster,74976,2578474,4034533,1,43,400000
Mary,Thomas,75429,1953661,2388427,1,65,400000
Luke,Morrison,70315,3909611,4088264,0,0,600000
Amy,Clark,62521,3040654,3695768,1,40,200000
Tyler,Mason,55843,2926127,2642703,0,57,600000
Connie,Tucker,95202,9220937,3919515,0,,400000
Briony,Roberts,54242,2970629,4858822,1,55,400000
Olivia,Moore,90002,3696019,2753488,1,10,1000000
Alina,Holmes,84196,2301685,4447892,0,11,600000
Fiona,Crawford,91627,2651683,2355775,0,70,200000
Kimberly,Fowler,95639,1451837,2606238,0,5,200000
Sam,Miller,82147,3530030,183701,1,48,600000
Maya,Phillips,60507,512570,4468719,1,84,200000
Michelle,Walker,58546,9992586,3654107,1,12,1000000
Freddie,Kelly,56031,8769167,2558504,0,18,1000000
Florrie,Ross,96551,9701523,4186225,1,15,800000
Michelle,Holmes,85764,9504876,3838567,1,38,600000
Annabella,Brooks,51383,6735323,4684374,0,65,200000
Amy,Howard,95732,3609277,3299769,0,45,600000
Frederick,Barnes,57384,81132,2142178,0,24,400000
Edward,Johnson,82293,7986884,9562,1,65,600000
Arnold,Henderson,74126,8181002,756717,0,25,1200000
Rafael,Craig,94588,841253,579724,0,64,200000
Eleanor,Roberts,64886,5761127,2927125,0,79,200000
Arthur,Crawford,80594,1982719,3218948,1,37,200000
Marcus,Richards,73523,3797116,388350,0,75,400000
April,Spencer,58086,6686771,2054618,1,95,200000
Arnold,Stevens,57021,7586965,3011293,1,79,200000
Anna,Ross,66360,1786265,334917,1,10,1000000
Jordan,Murray,81053,2240140,534106,0,97,200000
Amelia,Payne,81048,4672848,208966,0,74,200000
Dominik,Rogers,60108,5004363,1727734,0,94,200000
Edward,Stevens,66000,1227698,1128767,0,100,0
Maria,Warren,89601,2427370,784125,0,94,200000
Aston,Scott,73392,2612991,2742622,0,61,400000
Daniel,Adams,95704,7788294,1254195,1,91,200000
Ned,Higgins,51210,9635665,792850,0,86,200000
Spike,Spencer,70555,453160,3849731,0,90,200000
Honey,Cole,53439,6963376,1321347,0,80,400000
Florrie,Ryan,86358,3104757,765126,0,29,400000
Daniel,Owens,85182,4317748,4120532,0,6,800000
Jacob,Tucker,62655,9522818,1352567,0,96,200000
Ada,Cooper,79554,7358150,2169708,0,55,400000
Edwin,Russell,52748,8501407,3452080,1,26,1000000
Fenton,Payne,91202,6585216,201761,0,44,800000
Ryan,Hunt,60253,1672568,4417212,1,87,200000
Carlos,West,68669,9428837,2395548,0,81,400000
Lily,Miller,70840,6092306,1184616,1,14,1200000
Kelsey,Hill,67036,5058550,1232476,1,35,1000000
Madaline,Adams,60384,4161238,4562899,1,63,200000
Adrianna,Mason,63157,6229222,3778271,1,44,800000
Savana,Higgins,67132,6328682,1615188,1,98,200000
Sofia,Warren,70418,9755718,2067853,0,51,400000
Penelope,Tucker,79772,2967524,4743053,0,74,200000
Frederick,Johnson,57091,7992054,2561650,0,31,600000
Bruce,Brooks,52031,1607447,2976191,0,27,200000
Penelope,Morris,63019,6928276,692211,1,49,600000
Audrey,Spencer,98665,1969356,3924015,0,64,200000
Fiona,Bailey,67434,3525980,1183332,0,21,1000000
Preston,Scott,90198,5386962,3983535,1,62,200000
Garry,Brooks,95814,7111710,1447456,0,71,400000
Oscar,Riley,70604,1761130,1800892,1,82,200000
Alissa,Richards,96660,966373,2245483,0,0,800000
Alisa,Parker,72459,4497980,9966,1,81,400000
Nicole,Owens,85777,8118936,3915745,0,65,400000
Natalie,Carter,72488,7452873,1984284,1,58,600000
Alexia,Richardson,94847,4695626,1905222,0,54,400000
Amber,Hunt,81249,9379939,415856,0,70,600000
Tara,Jones,65601,1861560,3813935,0,60,400000
Amber,Allen,65735,6829866,3322922,0,4,800000
Abraham,Richardson,63040,6601916,1723900,1,25,1200000
Brianna,Parker,63152,4709614,2073876,0,13,400000
Spike,Walker,52878,2872568,3881627,0,41,200000
Elise,Chapman,72279,4670831,4536097,1,62,200000
Walter,Johnson,56135,4791513,4235622,0,65,200000
Daryl,Crawford,68484,6553091,4767425,0,10,600000
Vivian,Adams,77592,612015,4685580,0,20,0
Tess,Martin,77132,3147026,4117148,0,90,200000
Amy,Hamilton,88808,9957732,3749309,1,37,800000
Naomi,Clark,56514,3841395,1939868,0,29,200000
Aiden,Turner,72090,341897,2197436,0,43,400000
Henry,Kelly,57831,5187913,4248866,1,84,200000
Amanda,Wright,82364,1458433,2338005,1,58,400000
Adam,Rogers,83627,9957555,3539905,0,88,200000
Adison,Brooks,85497,1354072,4872610,1,22,0
Spike,Murphy,95502,9927231,2355185,0,64,600000
Chester,Foster,64822,7155192,1319689,0,86,200000
Robert,Clark,50918,730346,4026551,0,98,200000
Dominik,Carter,68697,2189809,2563760,0,16,800000
Rafael,Murray,82523,4767530,654894,1,10,800000
Charlie,Moore,82480,4121974,2485184,0,88,200000
Max,Chapman,74444,6896097,4078193,0,57,600000
Ashton,Grant,86861,4300259,34577,1,79,200000
Mike,Warren,74859,6557983,4715177,1,11,1000000
Edith,Ivanovich,71471,1406495,1380008,1,98,200000
Ellia,Miller,96822,6962545,1019260,0,42,800000
Penelope,Alexander,75033,437048,80091,1,72,200000
Lyndon,Clark,94515,3764090,816822,1,12,1200000
Patrick,Walker,91907,2576705,690170,0,13,600000
Camila,Richardson,58279,6269956,3428029,1,67,600000
Natalie,Armstrong,97367,1646395,2992918,0,55,200000
Daryl,Bailey,80539,7709809,3368049,0,11,600000
Rafael,Robinson,78603,7831210,2373465,1,54,600000
Deanna,Holmes,68359,9735129,4580034,0,28,1000000
Stella,Carter,68000,7655971,1972169,0,53,800000
Jared,Alexander,76222,7651527,1618663,0,3,1400000
Roland,Barrett,77439,8015666,2548521,0,22,1200000
Adison,Lloyd,70419,7619261,2350018,1,18,1000000
Sam,Baker,69220,6537943,4630696,1,75,200000
Alford,Johnson,82367,3310439,576546,1,92,200000
Adison,Holmes,76988,5702780,90701,1,99,200000
Tara,Douglas,96490,69171,2594545,1,63,200000
James,Gray,52415,404676,1229754,1,69,200000
Brad,Tucker,58012,2495508,371001,1,64,600000
Justin,Gray,63412,9544546,4890154,0,19,1000000
Alissa,Owens,92775,3962342,3153982,1,65,400000
Eddy,Morgan,55963,7855444,3754379,1,44,600000
Edward,Montgomery,59304,2788610,2933767,0,83,200000
Derek,Henderson,61875,7501027,4882520,1,85,200000
Carl,Gibson,71748,5190391,1822136,1,47,400000
Justin,Morrison,76464,232706,2882391,0,31,0
Frederick,Ellis,64129,24245,3721511,1,3,800000
Nicole,Owens,56203,7885535,1577242,0,28,1000000
Rubie,Harper,65386,1315192,2071803,1,98,200000
Leonardo,Scott,68349,2734455,3797761,0,39,200000
Garry,Richardson,71570,8714742,740817,1,11,1400000
Brooke,Henderson,99662,3704841,1454193,0,10,600000
Elian,Foster,62564,4305906,2869682,0,31,600000
Sophia,Dixon,63164,1491473,3931895,1,70,200000
Annabella,Taylor,55336,9267895,1674033,0,48,1000000
Brooke,Richardson,67906,9517849,1211595,1,13,1400000
Abigail,Carroll,81482,2452938,75776,NA,31,800000
Penelope,Cooper,66535,3010601,975600,1,11,1000000
Blake,Grant,74714,8633791,739036,0,68,600000
Arthur,Parker,55587,3746634,1261423,1,93,200000
Harold,Wright,56672,6192801,313930,0,85,200000
Darcy,Smith,82517,2377144,1355875,0,5,1000000
Kellan,Thompson,81444,9808988,1291217,0,85,200000
Lucas,Gray,65752,1855280,3434428,1,15,400000
Elian,Alexander,87184,1152634,1792964,0,12,800000
Camila,Campbell,66605,558210,570055,0,14,800000
Caroline,Parker,67984,4819647,2677659,0,91,200000
Emma,Cooper,63111,1058387,1114905,0,22,400000
Alina,Spencer,92181,1038608,1084924,1,82,200000
Rosie,Cooper,50226,4146525,1251009,0,14,1200000
Adam,Chapman,50315,6246973,2458468,1,18,600000
Vincent,Thomas,98859,8320624,1342084,1,89,200000
Madaline,Phillips,88583,7758413,2921413,1,73,400000
Eleanor,Watson,60571,6296415,1131367,1,71,200000
Charlotte,Murphy,53176,5259842,1444362,0,42,600000
Henry,Grant,94724,1357467,3645200,1,90,200000
Arthur,Thomas,51981,6147872,13082,1,11,800000
Isabella,Farrell,83361,7213895,201934,1,36,1200000
Byron,Scott,79688,7540293,2623913,0,42,600000
Victoria,Ross,96978,1015062,4590053,1,3,400000
Penelope,Thompson,75471,5779281,2659310,1,86,200000
Edwin,Bailey,99887,8799454,73471,1,22,1000000
Andrew,Mitchell,58744,7861936,2733998,1,35,1000000
Chester,Howard,67108,9845544,4299370,1,40,800000
Charlie,Foster,52237,5765444,3683000,0,90,200000
Frederick,Wright,58813,5687469,2000467,0,46,600000
Preston,Crawford,58681,5084748,4184332,0,94,200000
Dominik,Dixon,58997,4724054,209556,0,29,800000
Jordan,Cameron,59882,8591985,1256184,0,2,1400000
Eddy,Reed,55772,2608978,2068117,0,0,800000
Victoria,Hamilton,77160,9894726,2466881,1,31,800000
Reid,Chapman,93008,2603842,696223,0,11,1000000
Melissa,Hill,61268,7665984,101287,1,80,200000
Bruce,Thomas,62281,7651443,3314544,1,21,1000000
Catherine,Evans,88240,1300098,2458908,0,78,200000
Ashton,Kelly,86236,2417462,3695443,1,63,200000
Byron,Richardson,65855,8973789,1867719,1,70,400000
Sofia,Hamilton,62348,9877979,3452502,0,21,600000
Clark,Payne,71886,9632811,201175,1,9,1800000
Cadie,Howard,82103,1265330,1613547,0,61,400000
Evelyn,Foster,74639,9892604,191598,1,43,1000000
Grace,Murphy,96204,6615976,3255227,1,27,1000000
Ryan,Evans,84987,7421556,611244,1,79,400000
James,Stevens,81748,3268161,1680028,0,68,200000
Byron,Miller,67029,3205984,2139404,0,44,400000
Aida,Campbell,93947,4272667,4104034,0,21,800000
Owen,Mitchell,55847,3273049,2258101,1,10,1000000
George,Howard,73976,2373150,187666,0,35,600000
Miranda,Chapman,65760,255586,1904221,0,37,600000
Adrian,Mitchell,56998,4529970,3999477,0,51,600000
Alexander,Phillips,67174,325090,1464348,0,32,400000
Owen,Howard,60903,8952201,2817461,1,65,600000
Aston,Campbell,99042,2757493,703994,0,4,1000000
Fiona,Owens,64597,2266838,890664,0,22,600000
Tyler,Craig,86362,6354898,871163,0,83,400000
Deanna,Sullivan,93210,4589940,798366,1,38,400000
Samantha,Moore,50877,8484767,970951,0,85,200000
Agata,Baker,72046,6444544,3716649,1,42,800000
Stella,Wells,90720,8955578,1403020,0,10,1400000
Dale,Ryan,92054,8482276,2242158,0,93,200000
Naomi,Hamilton,64292,191354,2267757,0,65,200000
Marcus,Hall,93745,2028335,1088643,0,68,200000
Brooke,Clark,75298,6345125,1167889,1,70,600000
Annabella,Myers,76700,4554811,4329010,1,38,400000
Miley,Dixon,52439,6849799,1141116,1,39,1000000
Garry,Ellis,77107,3493955,2727395,1,73,400000
Alan,Ross,93001,1953397,2303245,1,70,400000
Spike,Roberts,91104,5486773,4022747,1,66,400000
Patrick,Mason,51642,531113,4850518,1,95,200000
Miranda,Alexander,50511,3139100,2675038,1,34,800000
Briony,Tucker,70659,659050,3132996,0,55,200000
Darcy,Ellis,63806,3525680,4860286,0,16,600000
Jordan,Smith,70397,5306964,3641477,0,97,200000
Lana,Ferguson,89174,7481077,2826618,1,98,200000
Violet,West,74403,4896707,196401,0,70,200000
Penelope,Howard,58112,8492154,969966,0,62,400000
Cherry,Hunt,80816,2929775,3652257,0,66,400000
Cherry,Johnston,68650,7437710,4619260,1,68,400000
Lucy,Riley,52396,4173117,579189,0,46,600000
Eddy,Crawford,77786,8981011,3379615,0,46,600000
Vanessa,Miller,80870,6668795,866570,1,95,200000
Lucy,Sullivan,74295,1355505,3555255,1,87,200000
Heather,Hunt,84712,8620915,2852444,0,90,200000
Valeria,Davis,73244,9738130,4250379,1,50,800000
Maddie,Barrett,50744,2124446,2598041,0,80,200000
Clark,Chapman,69860,6513176,709358,1,19,1200000
Jacob,Ferguson,88881,9756325,4453505,0,59,400000
Maddie,Harper,98680,8047311,1908433,0,34,600000
Victor,Morris,59708,5854399,2761345,0,48,400000
Arnold,Morgan,69207,5751699,4927543,0,15,600000
Adison,Wilson,52510,5138102,864200,0,96,200000
Sawyer,Taylor,57041,7575658,3776358,0,89,200000
Frederick,Warren,88177,674526,2181030,0,6,600000
Gianna,Davis,93276,4722251,2064469,1,71,200000
Briony,Murphy,99657,1442534,3358678,0,22,600000
Lucia,Ryan,75811,6501380,2598462,1,6,800000
Eric,Hamilton,61051,5822944,462028,0,19,600000
Melissa,Holmes,62914,7855172,442849,1,87,200000
Garry,Warren,63947,7582599,3123271,0,39,600000
Belinda,Harper,69496,7088003,127274,0,88,200000
Melanie,Rogers,67025,8476060,2390299,1,29,1200000
Blake,Turner,99852,9318011,712358,0,11,1600000
Ryan,Walker,65494,8885834,4378293,0,4,600000
Brad,Armstrong,59636,2248116,4108839,1,90,200000
Michael,Hunt,94569,338347,4032561,0,40,0
Daniel,Ross,63274,7232038,4502213,0,15,600000
Carina,Edwards,82232,7134271,2472100,1,41,800000
Sabrina,Cooper,93887,2086998,595397,0,18,600000
Lenny,Holmes,77890,1995482,1939238,1,63,400000
Myra,Henderson,81199,6355793,2310709,0,44,400000
Maria,Brown,60151,959474,987154,1,52,200000
Kristian,Johnston,53526,4770939,2627794,0,59,200000
Madaline,Robinson,69119,5776343,4607900,0,56,200000
Briony,Carroll,93522,4218451,1336430,1,51,600000
Hailey,Harris,69558,9682566,1943668,1,44,800000
Alen,Myers,97752,7366023,4954369,0,58,600000
Julian,Campbell,61304,4389414,2998381,1,60,600000
Edward,Campbell,59394,8913328,1710620,0,93,200000
Brooke,Dixon,55092,8215684,1578226,0,15,1400000
Kirsten,Barnes,95112,3831316,3423724,1,62,400000
Kate,Gray,81042,771687,3609580,1,8,400000
Tyler,Higgins,53833,1456097,1941314,1,89,200000
Abraham,Carroll,75720,5766821,1845097,1,13,1400000
Leonardo,Edwards,92642,7637972,4256319,1,12,600000
John,Hill,75390,6871157,4204771,1,32,600000
Julian,Roberts,61787,6395550,3590653,0,51,400000
Abraham,Anderson,85990,7424197,1023854,0,26,800000
Natalie,Smith,83212,4054739,664212,1,86,200000
Deanna,Nelson,57292,6024921,3855339,1,59,200000
Amber,Harrison,97378,5782640,844209,1,3,800000
Lucy,Douglas,88509,9302077,2867876,0,13,1400000
Annabella,West,76781,1362701,1163575,1,24,400000
Sophia,Taylor,67712,8006726,3562876,1,94,200000
Daniel,Harrison,65237,7981746,2300355,1,54,600000
Brad,Russell,73910,6709709,3245831,0,91,200000
Adam,Crawford,71407,4741428,179472,1,18,800000
April,Davis,72450,6719395,1358563,0,70,400000
Alexander,Johnston,56767,4089982,2537045,0,10,1000000
Emily,Jones,52418,3440894,2576774,1,90,200000
Ada,Ross,81198,1857756,890280,1,17,1000000
Carl,Clark,64435,4558966,3921247,1,31,600000
Jenna,Robinson,76583,937109,2041373,0,48,600000
Roman,Chapman,77777,8004745,4715489,1,47,400000
Emma,Hill,94661,3169985,2460580,0,35,600000
Walter,Andrews,90734,4275482,2482792,1,95,200000
Max,Riley,53312,8775068,1776182,0,38,600000
Alexander,Lloyd,97957,5924450,2736781,1,18,800000
Brooke,Baker,85050,3683943,2236130,0,23,800000
Alisa,Morris,61396,8246744,29238,1,35,1000000
Roland,Perry,66222,3212540,2596287,0,51,400000
Blake,Edwards,73848,8455822,806042,0,15,1000000
Sawyer,Andrews,79365,7364609,4366293,1,6,800000
Ellia,Wilson,79651,6260481,1659017,0,84,200000
Amelia,Harper,61715,3299310,4460894,0,5,800000
Ada,Douglas,52706,5877631,76117,1,87,400000
Sienna,Barnes,77644,1645404,2523387,0,45,200000
Vanessa,Campbell,79169,4956650,1913752,0,30,600000
Lucia,Spencer,57334,4054399,2931575,0,34,200000
Sarah,Harper,52897,4305652,838583,1,39,600000
Mike,Morgan,56993,5871052,3499126,1,30,600000
Sydney,Cunningham,95539,6533749,4950447,0,58,200000
Cherry,Thomas,95015,7589728,2805025,0,61,600000
Melissa,Campbell,87782,1037695,3925518,1,25,200000
Brianna,Ross,62175,21195,3789938,1,39,200000
Sophia,Morrison,88590,4487236,3307201,1,57,400000
Adele,Baker,86060,6396559,1856622,1,60,400000
Alina,Murphy,81479,8095681,911650,0,56,600000
Lucy,Gibson,62267,5701497,798180,1,100,0
Emily,Bennett,75894,9173622,3625504,0,18,800000
James,Barrett,55695,8833351,2422957,0,96,200000
Carlos,Johnson,79704,1653079,4375746,0,37,400000
James,Rogers,57448,9745309,2383993,1,85,200000
Michelle,Brown,60820,8902149,1737062,0,96,200000
Annabella,Barnes,60449,6384906,3869948,0,69,200000
Amry,Aigar,78952,422130,1869023,0,85,200000
Adrian,Andrews,67544,9327467,3639097,0,15,1200000
4
CID00001,Amry,,330405
CID00007,William,Howard,583307
CID00008,Daintn,Wells,701994
CID00009,mrHaris,Spencer,469069
